Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Cost per item,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
spain-2026-away-shirt,,,,,,,Size,M,Version,Fan,SPAIN-2026-AWAY-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,M,Version,Player,SPAIN-2026-AWAY-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,L,Version,Fan,SPAIN-2026-AWAY-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,L,Version,Player,SPAIN-2026-AWAY-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,XL,Version,Fan,SPAIN-2026-AWAY-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,XL,Version,Player,SPAIN-2026-AWAY-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,XXL,Version,Fan,SPAIN-2026-AWAY-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,XXL,Version,Player,SPAIN-2026-AWAY-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,3XL,Version,Fan,SPAIN-2026-AWAY-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,3XL,Version,Player,SPAIN-2026-AWAY-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,4XL,Version,Fan,SPAIN-2026-AWAY-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-away-shirt,,,,,,,Size,4XL,Version,Player,SPAIN-2026-AWAY-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
spain-2026-home-shirt,Spain 2026 Home Shirt,"<p>The Spain 2026 home shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Home, Spain, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,SPAIN-2026-HOME-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/383a5643.jpg,1,Spain 2026 Home Shirt,Spain 2026 Home Shirt,"Shop the Spain 2026 Home Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
spain-2026-home-shirt,,,,,,,Size,S,Version,Player,SPAIN-2026-HOME-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,M,Version,Fan,SPAIN-2026-HOME-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,M,Version,Player,SPAIN-2026-HOME-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,L,Version,Fan,SPAIN-2026-HOME-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,L,Version,Player,SPAIN-2026-HOME-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,XL,Version,Fan,SPAIN-2026-HOME-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,XL,Version,Player,SPAIN-2026-HOME-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,XXL,Version,Fan,SPAIN-2026-HOME-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,XXL,Version,Player,SPAIN-2026-HOME-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,3XL,Version,Fan,SPAIN-2026-HOME-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,3XL,Version,Player,SPAIN-2026-HOME-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,4XL,Version,Fan,SPAIN-2026-HOME-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
spain-2026-home-shirt,,,,,,,Size,4XL,Version,Player,SPAIN-2026-HOME-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,United States 2026 Away Shirt,"<p>The United States 2026 away shirt. Available in fan and player versions, sizes S to 4XL.</p><p>Name and number printed to order (+₪39), adding two days to dispatch. Delivery is 12 to 25 days, tracked.</p>",National Teams,National Team Jersey,"National Teams, 2026, Away, United States, International, Football, Soccer, Jersey",FALSE,Size,S,Version,Fan,UNITED-STATES-2026-AWAY-SHIRT-S-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,https://raw.githubusercontent.com/OmarHawari2/kitverse-images/main/images/890b6b1c.jpg,1,United States 2026 Away Shirt,United States 2026 Away Shirt,"Shop the United States 2026 Away Shirt. Fan and player versions, sizes S-4XL, name and number printed to order.",draft
united-states-2026-away-shirt,,,,,,,Size,S,Version,Player,UNITED-STATES-2026-AWAY-SHIRT-S-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,M,Version,Fan,UNITED-STATES-2026-AWAY-SHIRT-M-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,M,Version,Player,UNITED-STATES-2026-AWAY-SHIRT-M-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,L,Version,Fan,UNITED-STATES-2026-AWAY-SHIRT-L-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,L,Version,Player,UNITED-STATES-2026-AWAY-SHIRT-L-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,XL,Version,Fan,UNITED-STATES-2026-AWAY-SHIRT-XL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,XL,Version,Player,UNITED-STATES-2026-AWAY-SHIRT-XL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,XXL,Version,Fan,UNITED-STATES-2026-AWAY-SHIRT-XXL-FAN,200,,continue,manual,169.00,,66.66,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,XXL,Version,Player,UNITED-STATES-2026-AWAY-SHIRT-XXL-PV,200,,continue,manual,219.00,,72.72,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,3XL,Version,Fan,UNITED-STATES-2026-AWAY-SHIRT-3XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,3XL,Version,Player,UNITED-STATES-2026-AWAY-SHIRT-3XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,4XL,Version,Fan,UNITED-STATES-2026-AWAY-SHIRT-4XL-FAN,200,,continue,manual,184.00,,72.72,TRUE,TRUE,,,,,,
united-states-2026-away-shirt,,,,,,,Size,4XL,Version,Player,UNITED-STATES-2026-AWAY-SHIRT-4XL-PV,200,,continue,manual,234.00,,78.78,TRUE,TRUE,,,,,,
